(40.588130525, -74.166156916)
(40.557354745, -74.125907443)
(40.597802534, -74.07540138)
(40.598647308, -74.080371686)
(40.567586031, -74.127146893)
(40.56695404, -74.127764765)
(40.565019975, -74.126839679)
(40.63836556, -74.139521577)
(40.612783613, -74.087087947)
(40.631069564, -74.146416365)
(40.617068758, -74.065647388)
(40.640252822, -74.135900676)
(40.620694883, -74.132301909)
(40.626563049, -74.111811782)
(40.639982397, -74.089822251)
(40.51175382, -74.242881338)
(40.526759745, -74.167698596)
(40.526585494, -74.16860463)
(40.526743718, -74.174763283)
(40.526743718, -74.174763283)
(40.526743718, -74.174763283)
(40.526806609, -74.176713084)
(40.604015196, -74.069156593)
(40.626958129, -74.114770104)
(40.639092299, -74.075657021)
(40.63522503, -74.106645246)
(40.622561462, -74.160252046)
(40.631938635, -74.163473834)
(40.645308658, -74.084384535)
(40.558802986, -74.180220211)
(40.571648097, -74.093041921)
(40.633486765, -74.163427185)
(40.631906362, -74.123328002)
(40.570475028, -74.109763388)
(40.621622859, -74.108489464)
(40.625520265, -74.129865423)
(40.620396907, -74.08443589)
(40.621066254, -74.084955452)
(40.625122514, -74.077975545)
(40.571356857, -74.108980144)
(40.588592858, -74.144994669)
(40.575332334, -74.104962139)
(40.633257009, -74.120541893)
(40.57156584, -74.108580938)
(40.511743787, -74.210435395)
(40.511743787, -74.210435395)
(40.511743787, -74.210435395)
(40.565183394, -74.115009492)
(40.617068758, -74.065647388)
(40.617068758, -74.065647388)
(40.574949015, -74.125868616)
(40.572072361, -74.112746439)
(40.642706481, -74.076716903)
(40.635462012, -74.160239791)
(40.565183394, -74.115009492)
(40.559427596, -74.144143219)
(40.615324723, -74.087836852)
(40.558895005, -74.197696447)
(40.565183394, -74.115009492)
(40.567944526, -74.112383138)
(40.571001097, -74.110736115)
(40.639982397, -74.089822251)
(40.648335283, -74.085566761)
(40.55983102, -74.106463712)
(40.620113024, -74.150145762)
(40.615741772, -74.084386778)
(40.621303382, -74.128203806)
(40.541623457, -74.203078203)
(40.565183394, -74.115009492)
(40.605610703, -74.06302874)
(40.626142073, -74.157252583)
(40.614445141, -74.078161173)
(40.62479598, -74.160070087)
(40.646448936, -74.078836495)
(40.628269132, -74.080382141)
(40.639092299, -74.075657021)
(40.634491901, -74.118151787)
(40.605610703, -74.06302874)
(40.622118165, -74.084063433)
(40.629582091, -74.166440251)
(40.61478207, -74.083045677)
(40.584327988, -74.087464863)
(40.615526415, -74.0860902)
(40.613881523, -74.066566315)
(40.544831391, -74.145752459)
(40.514304759, -74.235823583)
(40.631906362, -74.123328002)
(40.638984176, -74.171252305)
(40.634044252, -74.123609375)
(40.643735904, -74.084371736)
(40.621415599, -74.080078505)
(40.644015916, -74.076458961)
