00,4942
01,4666
02,4297
03,4212
04,4440
05,2564
06,1766
07,2224
08,2928
09,2915
10,3281
11,3492
12,3892
13,3894
14,4899
15,5740
16,5063
17,5153
18,5499
19,5585
20,5907
21,6115
22,5836
23,5801
